Trade Date,Ref Px,Net Gamma,Net Delta,Call Wall,Put Wall,Vol Trigger,Data Release
2018-06-27,2711,-1.4902,12852069148,2800,2650,2740,2018-06-28
2018-06-28,2718,-1.2192,12923709560,2800,2650,2740,2018-06-29
2018-06-29,2729,-0.805,12468663325,2800,2650,2740,2018-07-02
2018-07-02,2721,-1.165,12445027388,2800,2650,2740,2018-07-03
2018-07-03,2713,-1.552,12595326014,2800,2650,2740,2018-07-04
2018-07-05,2735,-0.4517,12579741096,2800,2650,2740,2018-07-06
2018-07-06,2758,0.8441,12595933232,2800,2650,2740,2018-07-09
2018-07-09,2784,2.5873,13081539274,2800,2650,2740,2018-07-10
2018-07-10,2793,3.1487,13643359188,2800,2650,2740,2018-07-11
2018-07-11,2776,1.6712,13398191463,2800,2650,2765,2018-07-12
2018-07-12,2796,3.1915,14052570245,2800,2650,2765,2018-07-13
2018-07-13,2801,3.6302,14221605720,2825,2650,2770,2018-07-16
2018-07-16,2798,3.3479,14209954185,2825,2650,2770,2018-07-17
2018-07-17,2814,5.2655,15093653097,2825,2750,2770,2018-07-18
2018-07-18,2815,5.3224,15394105097,2825,2750,2770,2018-07-19
2018-07-19,2807,3.5354,15522116978,2825,2750,2770,2018-07-20
2018-07-20,2804,1.7736,13413563802,2850,2750,2785,2018-07-23
2018-07-23,2807,2.2437,13463623846,2850,2750,2770,2018-07-24
2018-07-24,2817,2.7043,14008437639,2850,2750,2785,2018-07-25
2018-07-25,2842,3.6341,14858977489,2850,2750,2780,2018-07-26
2018-07-26,2836,3.3473,15000094651,2850,2750,2785,2018-07-27
2018-07-27,2818,1.7776,14533240205,2850,2750,2795,2018-07-30
2018-07-30,2802,0.8151,14416410067,2850,2750,2795,2018-07-31
2018-07-31,2817,1.7177,14351151957,2850,2750,2795,2018-08-01
2018-08-01,2817,1.666,14423994278,2850,2750,2795,2018-08-02
2018-08-02,2828,2.538,14717986782,2850,2750,2795,2018-08-03
2018-08-03,2839,2.9667,14887611959,2850,2750,2795,2018-08-06
2018-08-06,2850,4.0349,15324953193,2875,2750,2795,2018-08-07
2018-08-07,2859,4.707,15926702831,2875,2750,2795,2018-08-08
2018-08-08,2862,5.3056,16234064460,2875,2750,2795,2018-08-09
2018-08-09,2857,4.4697,16322214633,2875,2750,2805,2018-08-10
2018-08-10,2833,1.3625,15959097477,2875,2750,2810,2018-08-13
2018-08-13,2826,0.6785,15679429792,2875,2750,2810,2018-08-14
2018-08-14,2841,2.1497,15841002259,2875,2750,2820,2018-08-15
2018-08-15,2820,0.0988,16001860690,2900,2750,2810,2018-08-16
2018-08-16,2841,2.2668,16547101210,2875,2750,2820,2018-08-17
2018-08-17,2852,2.4903,14970547741,2875,2750,2835,2018-08-20
2018-08-20,2860,3.0279,15489762665,2875,2750,2835,2018-08-21
2018-08-21,2865,3.289,15896739814,2875,2750,2835,2018-08-22
2018-08-22,2864,3.4253,16038939735,2875,2750,2835,2018-08-23
2018-08-23,2856,2.1292,15962951878,2875,2750,2835,2018-08-24
2018-08-24,2875,3.0281,16379283356,2900,2750,2835,2018-08-27
2018-08-27,2896,4.5673,17431631413,2900,2750,2835,2018-08-28
2018-08-28,2896,4.3657,17731124936,2900,2750,2840,2018-08-29
2018-08-29,2916,5.0729,18683099200,2925,2750,2840,2018-08-30
2018-08-30,2900,3.5476,18442349214,2925,2750,2840,2018-08-31
2018-08-31,2899,3.0399,17874986148,2950,2750,2840,2018-09-03
2018-09-04,2894,2.7395,17769401686,2925,2750,2845,2018-09-05
2018-09-05,2887,2.1499,17810484084,2900,2750,2845,2018-09-06
2018-09-06,2880,1.4473,17974040375,2900,2750,2870,2018-09-07
2018-09-07,2871,0.5665,17693576104,2900,2750,2845,2018-09-10
2018-09-10,2880,1.3074,17646272906,2900,2750,2845,2018-09-11
2018-09-11,2889,2.1683,17885929580,2900,2750,2870,2018-09-12
2018-09-12,2892,2.4199,18047528040,2900,2750,2870,2018-09-13
2018-09-13,2901,3.3609,18614443458,2900,2750,2870,2018-09-14
2018-09-14,2905,3.0881,18697275935,2950,2750,2870,2018-09-17
2018-09-17,2888,1.3824,18637530302,2950,2750,2870,2018-09-18
2018-09-18,2907,3.3506,19380400603,2925,2750,2885,2018-09-19
2018-09-19,2910,3.5471,19985765081,2925,2750,2880,2018-09-20
2018-09-20,2931,4.7805,21810235438,2950,2750,2895,2018-09-21
2018-09-21,2930,2.4357,14305811835,2950,2750,2895,2018-09-24
2018-09-24,2920,1.8083,14701140093,2950,2850,2895,2018-09-25
2018-09-25,2917,1.5559,14784346303,2950,2850,2895,2018-09-26
2018-09-26,2912,1.229,14875977777,2950,2850,2900,2018-09-27
2018-09-27,2914,1.2057,15011963266,2950,2800,2900,2018-09-28
2018-09-28,2912,1.1375,14592385527,2950,2800,2900,2018-10-01
2018-10-01,2919,1.5879,14786529136,2950,2800,2900,2018-10-02
2018-10-02,2923,1.8725,14992595469,2950,2800,2900,2018-10-03
2018-10-03,2925,1.7516,15114720264,2950,2800,2900,2018-10-04
2018-10-04,2897,-0.5228,15427706391,2950,2850,2900,2018-10-05
2018-10-05,2886,-0.9639,15517840592,2950,2800,2900,2018-10-08
2018-10-08,2888,-0.7224,15523128502,2950,2800,2900,2018-10-09
2018-10-09,2881,-1.0917,15696476135,2950,2850,2900,2018-10-10
2018-10-10,2800,-3.772,17847913515,2950,2800,2895,2018-10-11
2018-10-11,2742,-4.0892,20127880704,2950,2700,2875,2018-10-12
2018-10-12,2768,-3.9037,19222388962,2950,2700,2875,2018-10-15
2018-10-15,2761,-3.8952,19394873874,2950,2750,2865,2018-10-16
2018-10-16,2811,-2.5337,18837074529,2950,2750,2865,2018-10-17
2018-10-17,2802,-2.6233,19000736769,2950,2750,2865,2018-10-18
2018-10-18,2769,-3.4054,20190094006,2950,2750,2805,2018-10-19
2018-10-19,2774,-2.3107,17048307727,2950,2750,2815,2018-10-22
2018-10-22,2760,-2.5472,17205188560,2950,2700,2815,2018-10-23
2018-10-23,2743,-2.5214,18195612963,2950,2700,2815,2018-10-24
2018-10-24,2677,-3.1156,19612914639,2950,2600,2815,2018-10-25
2018-10-25,2709,-2.5915,19611313348,2850,2600,2815,2018-10-26
2018-10-26,2648,-2.8721,20552900840,2850,2600,2815,2018-10-29
2018-10-29,2607,-3.0354,21227726098,2850,2600,2790,2018-10-30
2018-10-30,2676,-2.4069,20470716226,2850,2600,2790,2018-10-31
2018-10-31,2719,-1.6324,19721413728,2850,2650,2790,2018-11-01
2018-11-01,2742,-1.2305,19841524883,2850,2650,2755,2018-11-02
2018-11-02,2723,-1.6405,19742778474,2850,2650,2760,2018-11-05
2018-11-05,2737,-1.288,19730132971,2850,2650,2760,2018-11-06
2018-11-06,2747,-1.0547,19852621775,2850,2650,2760,2018-11-07
2018-11-07,2809,1.0147,20144444646,2850,2650,2770,2018-11-08
2018-11-08,2801,0.6455,20242590304,2850,2650,2775,2018-11-09
2018-11-09,2789,0.1353,19884371345,2850,2650,2775,2018-11-12
2018-11-12,2734,-1.8497,20213082507,2850,2700,2770,2018-11-13
2018-11-13,2723,-2.0818,20581950265,2850,2700,2760,2018-11-14
2018-11-14,2709,-2.1987,20826268514,2850,2650,2760,2018-11-15
2018-11-15,2724,-1.4247,21131072848,2850,2700,2735,2018-11-16
2018-11-16,2741,-0.4596,18139599985,2850,2600,2735,2018-11-19
2018-11-19,2687,-1.83,18619463526,2850,2600,2735,2018-11-20
2018-11-20,2645,-2.4615,19634599690,2825,2600,2735,2018-11-21
2018-11-21,2651,-2.4639,19551883062,2800,2600,2745,2018-11-22
2018-11-23,2633,-2.4934,19551655747,2800,2600,2735,2018-11-26
2018-11-26,2672,-1.8081,18961215135,2800,2600,2745,2018-11-27
2018-11-27,2680,-1.5423,19111659596,2800,2600,2705,2018-11-28
2018-11-28,2738,0.2155,19536563136,2800,2650,2735,2018-11-29
2018-11-29,2746,0.4733,19925388586,2800,2650,2745,2018-11-30
2018-11-30,2757,0.8068,19970893820,2800,2650,2745,2018-12-03
2018-12-03,2789,1.8158,20124800929,2800,2650,2745,2018-12-04
2018-12-04,2702,-1.1161,20037706739,2800,2650,2745,2018-12-05
2018-12-06,2686,-1.4228,20499813167,2800,2650,2735,2018-12-07
2018-12-07,2638,-2.1887,20908214104,2800,2600,2735,2018-12-10
2018-12-10,2644,-2.0634,20903607123,2800,2600,2705,2018-12-11
2018-12-11,2645,-1.8932,21082399513,2800,2600,2705,2018-12-12
2018-12-12,2665,-1.6148,21050402413,2800,2600,2680,2018-12-13
2018-12-13,2653,-2.0052,21253975203,2800,2600,2685,2018-12-14
2018-12-14,2595,-2.7134,22082370992,2800,2600,2700,2018-12-17
2018-12-17,2537,-3.2178,23351768809,2800,2500,2700,2018-12-18
2018-12-18,2547,-3.0786,23776162813,2850,2500,2700,2018-12-19
2018-12-19,2503,-3.7035,24815473772,2850,2500,2700,2018-12-20
2018-12-20,2465,-3.2371,26428737644,2850,2450,2650,2018-12-21
2018-12-21,2417,-2.1854,15904355541,2850,2400,2700,2018-12-24
2018-12-24,2351,-2.0341,17065860962,2515,2400,2700,2018-12-25
2018-12-26,2454,-1.7183,16304214445,2515,2400,2700,2018-12-27
2018-12-27,2481,-1.3052,16623429593,2515,2400,2700,2018-12-28
2018-12-28,2477,-1.3545,16370757423,2515,2400,2620,2018-12-31
2018-12-31,2502,-1.2267,15609123397,2525,2400,2505,2019-01-01
2019-01-02,2496,-1.2262,15710650229,2750,2400,2505,2019-01-03
2019-01-03,2453,-1.6905,16219019190,2525,2400,2505,2019-01-04
2019-01-04,2528,-0.7658,15776774120,2625,2400,2505,2019-01-07
2019-01-07,2553,-0.5394,15953145457,2625,2400,2505,2019-01-08
2019-01-08,2574,-0.2008,16354422302,2625,2400,2505,2019-01-09
2019-01-09,2586,0.055,16588578270,2625,2400,2505,2019-01-10
2019-01-10,2597,0.2164,17095616211,2625,2500,2560,2019-01-11
2019-01-11,2594,0.1096,16804774197,2625,2500,2585,2019-01-14
2019-01-14,2584,-0.0343,16935170843,2625,2500,2585,2019-01-15
2019-01-15,2609,0.6063,17411143180,2625,2400,2595,2019-01-16
2019-01-16,2619,0.7325,17850545939,2625,2500,2595,2019-01-17
2019-01-17,2633,0.6516,18501219888,2650,2575,2615,2019-01-18
2019-01-18,2669,0.8202,14804057577,2700,2400,2600,2019-01-21
2019-01-22,2626,-0.0254,14771782630,2650,2500,2600,2019-01-23
2019-01-23,2637,0.0921,14873574571,2650,2500,2600,2019-01-24
2019-01-24,2638,0.1179,15032279065,2650,2500,2600,2019-01-25
2019-01-25,2664,0.6646,15152402768,2700,2500,2600,2019-01-28
2019-01-28,2639,0.1185,15109150640,2700,2600,2600,2019-01-29
2019-01-29,2640,0.1484,15208571089,2700,2600,2600,2019-01-30
2019-01-30,2678,0.9349,15679821863,2700,2600,2600,2019-01-31
2019-01-31,2699,1.3282,15831413699,2700,2500,2600,2019-02-01
2019-02-01,2704,1.279,15978314105,2750,2600,2625,2019-02-04
2019-02-04,2719,1.6994,16322883898,2750,2500,2625,2019-02-05
2019-02-05,2737,2.1266,16908902561,2750,2600,2625,2019-02-06
2019-02-06,2732,1.925,16983544560,2750,2600,2645,2019-02-07
2019-02-07,2703,0.9547,16788470698,2750,2600,2645,2019-02-08
2019-02-08,2699,0.9402,16666708421,2750,2600,2650,2019-02-11
2019-02-11,2707,1.153,16890750129,2750,2600,2650,2019-02-12
2019-02-12,2743,2.3025,17879543895,2750,2600,2650,2019-02-13
2019-02-13,2757,2.431,18468538183,2800,2600,2650,2019-02-14
2019-02-14,2752,1.9886,18940213625,2750,2600,2680,2019-02-15
2019-02-15,2773,1.7024,16512046987,2800,2600,2700,2019-02-18
2019-02-19,2785,1.9393,16971192173,2800,2600,2705,2019-02-20
2019-02-20,2786,2.0456,17108420882,2800,2600,2705,2019-02-21
2019-02-21,2768,1.4035,17065441744,2800,2600,2705,2019-02-22
2019-02-22,2789,1.9572,17294490580,2800,2650,2705,2019-02-25
2019-02-25,2800,2.0262,17830185012,2800,2650,2705,2019-02-26
2019-02-26,2798,1.9106,18067426535,2800,2650,2720,2019-02-27
2019-02-27,2791,1.6292,18122745767,2800,2650,2720,2019-02-28
2019-02-28,2787,1.3708,17880401328,2800,2650,2720,2019-03-01
2019-03-01,2806,1.7832,18287118114,2850,2650,2725,2019-03-04
2019-03-04,2791,1.4298,18261499823,2825,2650,2740,2019-03-05
2019-03-05,2795,1.691,18569176736,2850,2650,2765,2019-03-06
2019-03-06,2775,0.8821,18570522089,2850,2650,2765,2019-03-07
2019-03-07,2746,-0.2687,18681209898,2850,2650,2765,2019-03-08
2019-03-08,2737,-0.5146,18504800572,2850,2650,2740,2019-03-11
2019-03-11,2782,1.1656,19028660875,2800,2700,2765,2019-03-12
2019-03-12,2794,1.6449,19448302669,2825,2650,2765,2019-03-13
2019-03-13,2814,2.763,20273195744,2825,2650,2765,2019-03-14
2019-03-14,2812,2.3915,20592354359,2825,2650,2785,2019-03-15
2019-03-15,2823,1.5684,11853642988,2850,2700,2770,2019-03-18
2019-03-18,2833,1.7821,12227194883,2850,2700,2780,2019-03-19
2019-03-19,2824,1.3401,12482095983,2850,2700,2795,2019-03-20
2019-03-20,2827,1.5037,12696337269,2850,2650,2795,2019-03-21
2019-03-21,2859,2.4001,13653895539,2900,2650,2795,2019-03-22
2019-03-22,2804,0.4715,13023028535,2900,2650,2795,2019-03-25
2019-03-25,2800,0.4807,12991631691,2900,2650,2795,2019-03-26
2019-03-26,2810,0.7836,12929758722,2850,2650,2795,2019-03-27
2019-03-27,2809,0.8294,12913293217,2850,2650,2795,2019-03-28
2019-03-28,2816,1.1347,12969016853,2850,2650,2800,2019-03-29
2019-03-29,2832,1.4648,12798625977,2900,2750,2805,2019-04-01
2019-04-01,2866,2.4812,13723302879,2900,2650,2805,2019-04-02
2019-04-02,2869,2.7054,14020536546,2900,2750,2805,2019-04-03
2019-04-03,2872,2.5511,14548842631,2900,2650,2805,2019-04-04
2019-04-04,2877,2.7012,14864803577,2900,2750,2805,2019-04-05
2019-04-05,2892,3.2779,15051827105,2900,2750,2805,2019-04-08
2019-04-08,2894,3.3337,15232232487,2900,2750,2805,2019-04-09
2019-04-09,2878,2.4736,15143240820,2900,2750,2805,2019-04-10
2019-04-10,2888,3.0126,15375453406,2900,2750,2805,2019-04-11
2019-04-11,2887,2.9456,15441976780,2900,2750,2805,2019-04-12
2019-04-12,2906,3.745,16016303297,2900,2750,2805,2019-04-15
2019-04-15,2903,3.4923,16049869104,2900,2750,2815,2019-04-16
2019-04-16,2903,3.2657,16328404998,2900,2750,2820,2019-04-17
2019-04-17,2903,2.7812,16696775478,2900,2750,2840,2019-04-18
2019-04-18,2906,2.1721,13859984570,2950,2750,2865,2019-04-19
2019-04-22,2907,2.4557,14709291585,2950,2750,2865,2019-04-23
2019-04-23,2932,3.3694,15692384185,2950,2750,2895,2019-04-24
2019-04-24,2933,3.0152,15957005178,2950,2800,2895,2019-04-25
2019-04-25,2932,2.9314,16107046656,2950,2800,2895,2019-04-26
2019-04-26,2937,2.9739,16130841117,2950,2800,2895,2019-04-29
2019-04-29,2946,3.1472,16641097916,2950,2800,2895,2019-04-30
2019-04-30,2942,2.8518,16256461570,2950,2800,2895,2019-05-01
2019-05-01,2933,2.1388,16406407439,3000,2800,2895,2019-05-02
2019-05-02,2915,0.9876,16323240024,2950,2800,2895,2019-05-03
2019-05-03,2945,2.547,16754016457,3000,2800,2895,2019-05-06
2019-05-06,2934,1.7615,16915966956,3000,2800,2895,2019-05-07
2019-05-07,2872,-0.832,17502861469,3000,2800,2890,2019-05-08
2019-05-08,2891,-0.0408,17463857061,3000,2800,2890,2019-05-09
2019-05-09,2870,-0.7177,17751388846,3000,2800,2890,2019-05-10
2019-05-10,2876,-0.3667,17148177429,3000,2800,2890,2019-05-13
2019-05-13,2807,-2.3987,17890434754,3000,2800,2885,2019-05-14
2019-05-14,2840,-1.5263,17641665020,3000,2800,2885,2019-05-15
2019-05-15,2855,-0.8346,17526107646,3000,2800,2875,2019-05-16
2019-05-16,2872,0.0173,17872108924,2900,2800,2875,2019-05-17
2019-05-17,2862,-0.4931,15827800276,3000,2800,2865,2019-05-20
2019-05-20,2840,-1.1289,15834095811,3000,2800,2865,2019-05-21
2019-05-21,2865,-0.2802,15828441751,3000,2800,2865,2019-05-22
2019-05-22,2860,-0.6068,15747910496,3000,2800,2865,2019-05-23
2019-05-23,2815,-2.1038,16463292626,3000,2800,2865,2019-05-24
2019-05-24,2828,-1.5427,16147663717,3000,2800,2850,2019-05-27
2019-05-28,2803,-2.3407,16516613876,3000,2750,2855,2019-05-29
2019-05-29,2786,-2.5677,16995369159,3000,2750,2855,2019-05-30
2019-05-30,2788,-2.4964,17147174803,3000,2750,2850,2019-05-31
2019-05-31,2753,-2.8754,17488502780,3000,2750,2850,2019-06-03
2019-06-03,2736,-3.251,17811731488,2950,2750,2850,2019-06-04
2019-06-04,2796,-1.7553,17240541830,2950,2750,2800,2019-06-05
2019-06-05,2822,-0.8979,17230436581,2950,2750,2825,2019-06-06
2019-06-06,2846,0.0851,17507934711,2950,2750,2825,2019-06-07
2019-06-07,2876,0.9243,17860267885,2950,2750,2850,2019-06-10
2019-06-10,2889,1.4175,18072643350,2950,2750,2850,2019-06-11
2019-06-11,2886,1.206,18243279251,2950,2750,2855,2019-06-12
2019-06-12,2877,0.7568,18195483792,2950,2750,2850,2019-06-13
2019-06-13,2886,1.0336,18476667429,2950,2750,2865,2019-06-14
2019-06-14,2891,1.1502,18263727182,2950,2750,2865,2019-06-17
2019-06-17,2891,0.9438,18330771412,2950,2750,2865,2019-06-18
2019-06-18,2919,2.134,19401598824,2950,2750,2895,2019-06-19
2019-06-19,2928,2.8118,19744077456,2950,2750,2880,2019-06-20
2019-06-20,2955,3.7779,21414644998,2950,2750,2910,2019-06-21
2019-06-21,2957,1.9802,13086897573,3000,2750,2875,2019-06-24
2019-06-24,2948,1.7276,12979269605,3000,2750,2875,2019-06-25
2019-06-25,2919,0.5644,12913364449,3000,2850,2915,2019-06-26
2019-06-26,2918,0.6775,13018115923,3000,2850,2910,2019-06-27
2019-06-27,2928,1.1121,13292631808,3000,2850,2915,2019-06-28
2019-06-28,2934,1.0885,13048322526,3000,2850,2910,2019-07-01
2019-07-01,2963,2.1552,13301892073,3000,2750,2910,2019-07-02
2019-07-02,2968,2.5336,13514719495,3000,2750,2910,2019-07-03
2019-07-03,2996,3.5814,14458725769,3000,2750,2905,2019-07-04
2019-07-05,2988,2.6261,14094998172,3000,2750,2905,2019-07-08
2019-07-08,2977,2.099,14081667939,3000,2900,2930,2019-07-09
2019-07-09,2976,1.9604,14308679199,3000,2900,2945,2019-07-10
2019-07-10,2993,2.7669,14818999076,3000,2900,2945,2019-07-11
